name,price,first_name,last_name,above_100
Pamela Patterson,41.33255885,Pamela,Patterson,
Jason Carter,158.0116944,Jason,Carter,158.0116944
William Austin,76.08931925,William,Austin,
Beth Gilbert,57.2044307,Beth,Gilbert,
Brittany Wolf,58.25262575,Brittany,Wolf,
Danielle Kennedy,36.74787378,Danielle,Kennedy,
Nicole Robinson,162.3285057,Nicole,Robinson,162.3285057
Linda Wilcox,182.8407058,Linda,Wilcox,182.8407058
John Erickson,101.4806095,John,Erickson,101.4806095
Christina Farmer,254.1541915,Christina,Farmer,254.1541915
Curtis White,174.7260123,Curtis,White,174.7260123
Daniel Glass,3.66651781,Daniel,Glass,
Steve Johnston,288.3482172,Steve,Johnston,288.3482172
Michelle Barron,79.05174668,Michelle,Barron,
Aaron Howell,43.84655185,Aaron,Howell,
Colleen Crawford,179.9521087,Colleen,Crawford,179.9521087
Timothy Wells,164.0637918,Timothy,Wells,164.0637918
Barbara Garcia,155.2657165,Barbara,Garcia,155.2657165
Regina Wells,283.9785198,Regina,Wells,283.9785198
Antonio Colon,134.1431099,Antonio,Colon,134.1431099
Beth Case,12.55033238,Beth,Case,
Susan Scott,50.44102602,Susan,Scott,
Heather Lyons,86.19374129,Heather,Lyons,
Karl Mejia,230.9421383,Karl,Mejia,230.9421383
Lauren Sanchez,177.1122834,Lauren,Sanchez,177.1122834
Paul Osborne,220.1945492,Paul,Osborne,220.1945492
Ronnie Roberts,72.37005672,Ronnie,Roberts,
Sandra Moreno,126.422691,Sandra,Moreno,126.422691
Stephen King,26.80183052,Stephen,King,
Pamela Sanchez,149.3595269,Pamela,Sanchez,149.3595269
Wayne Briggs,211.8575925,Wayne,Briggs,211.8575925
Louis Blair,194.7255202,Louis,Blair,194.7255202
Caitlin Mendez,161.2321023,Caitlin,Mendez,161.2321023
Ryan Avila,219.1742078,Ryan,Avila,219.1742078
Derrick Villarreal,162.4568423,Derrick,Villarreal,162.4568423
Kyle Woods,230.2445433,Kyle,Woods,230.2445433
Ryan Knight,146.0878971,Ryan,Knight,146.0878971
Carrie Mcbride,98.8344343,Carrie,Mcbride,
James Price,172.4971884,James,Price,172.4971884
Crystal Fox,169.2032061,Crystal,Fox,169.2032061
Kristin Fisher,65.21188861,Kristin,Fisher,
Jennifer Whitaker,.373671367,Jennifer,Whitaker,
Richard Ramirez,275.801347,Richard,Ramirez,275.801347
Hunter Spencer,160.9996925,Hunter,Spencer,160.9996925
Samuel Castillo,231.8991422,Samuel,Castillo,231.8991422
Deborah Smith,262.1125431,Deborah,Smith,262.1125431
Steven Miller,208.5896273,Steven,Miller,208.5896273
Brandy Baker,216.2427045,Brandy,Baker,216.2427045
Elizabeth Hopkins,147.5574836,Elizabeth,Hopkins,147.5574836
Ryan Watson,86.54005965,Ryan,Watson,
Stephanie Ballard,287.7505818,Stephanie,Ballard,287.7505818
Sandra Peterson,273.7028911,Sandra,Peterson,273.7028911
Kylie Gonzalez,45.77939881,Kylie,Gonzalez,
Kenneth Butler,86.7658893,Kenneth,Butler,
Brittany Phillips,263.4931883,Brittany,Phillips,263.4931883
Carrie Matthews,262.9283881,Carrie,Matthews,262.9283881
Nicholas Hart,48.84416025,Nicholas,Hart,
Brittany Diaz,124.3384329,Brittany,Diaz,124.3384329
Ann Mclean,282.1662357,Ann,Mclean,282.1662357
Elizabeth Jackson,129.30136,Elizabeth,Jackson,129.30136
Kristopher Roberts,277.036753,Kristopher,Roberts,277.036753
Jacob Underwood,202.3020892,Jacob,Underwood,202.3020892
Nicolas Santos,15.09051012,Nicolas,Santos,
Stephen Buck,231.086252,Stephen,Buck,231.086252
Timothy Jackson,176.6448349,Timothy,Jackson,176.6448349
Vincent Wilson,24.56509416,Vincent,Wilson,
Jon Morrison,112.4252609,Jon,Morrison,112.4252609
Emily Bonilla,99.02222474,Emily,Bonilla,
Jasmine Stewart,53.46676979,Jasmine,Stewart,
David Buchanan,226.8626194,David,Buchanan,226.8626194
Christopher Robinson,36.12647047,Christopher,Robinson,
Sergio Mckinney,135.9065485,Sergio,Mckinney,135.9065485
Joseph Randolph,134.0870895,Joseph,Randolph,134.0870895
Jennifer Wilson,39.57481289,Jennifer,Wilson,
Jennifer Baker,88.68856387,Jennifer,Baker,
Michelle Callahan,127.0465361,Michelle,Callahan,127.0465361
Kelsey Ramirez,217.2810836,Kelsey,Ramirez,217.2810836
Lori Meadows,298.9558291,Lori,Meadows,298.9558291
Jeremy Garcia,166.2175665,Jeremy,Garcia,166.2175665
Mason Lang,36.68289799,Mason,Lang,
Laura Berry,253.5248416,Laura,Berry,253.5248416
Michael Strickland,31.75729731,Michael,Strickland,
Patrick Wright,87.02556993,Patrick,Wright,
Tanya Mitchell,149.0600849,Tanya,Mitchell,149.0600849
Michael Lawson,110.3257406,Michael,Lawson,110.3257406
Hayden Bates,264.9041529,Hayden,Bates,264.9041529
David Hernandez,242.1078818,David,Hernandez,242.1078818
Dale Robertson,277.9958868,Dale,Robertson,277.9958868
Christina Hall,235.4809223,Christina,Hall,235.4809223
Corey Oconnell,63.38865735,Corey,Oconnell,
Nathan Deleon,3.382268563,Nathan,Deleon,
Zachary Wells,56.96634342,Zachary,Wells,
David Robinson,66.42651192,David,Robinson,
Rachel Ortiz,8.525231767,Rachel,Ortiz,
Anna Floyd,32.6191286,Anna,Floyd,
David Cooper,74.40495724,David,Cooper,
Drew Reese,237.2440547,Drew,Reese,237.2440547
Kayla Mcdonald,130.7949756,Kayla,Mcdonald,130.7949756
Terri Mclaughlin,41.80998627,Terri,Mclaughlin,
Cindy Lynch,163.762104,Cindy,Lynch,163.762104
Paul Gutierrez,244.4452041,Paul,Gutierrez,244.4452041
Leslie Hawkins,34.31596089,Leslie,Hawkins,
Hannah Brown,110.4808327,Hannah,Brown,110.4808327
Brian Snyder,82.16379593,Brian,Snyder,
Lucas Hall,295.4637008,Lucas,Hall,295.4637008
Caitlyn Nunez,90.26179251,Caitlyn,Nunez,
Amber Martin,244.1946926,Amber,Martin,244.1946926
Curtis Clark,106.156003,Curtis,Clark,106.156003
Alexis Smith,56.28957401,Alexis,Smith,
Dawn Simmons,2.913737009,Dawn,Simmons,
Ryan Marshall,27.35370588,Ryan,Marshall,
Gregory Lawrence,172.87315,Gregory,Lawrence,172.87315
Justin Nielsen,195.2705566,Justin,Nielsen,195.2705566
Jason Smith,215.6196166,Jason,Smith,215.6196166
Danny Miller,51.41130647,Danny,Miller,
Colin Dean,145.1454639,Colin,Dean,145.1454639
David Carpenter,95.1193632,David,Carpenter,
Jessica Stark,131.2762568,Jessica,Stark,131.2762568
Jordan Thomas,256.5422727,Jordan,Thomas,256.5422727
Johnny Peters,71.37341406,Johnny,Peters,
Sharon Wilkerson,114.235407,Sharon,Wilkerson,114.235407
John Burns,36.62583556,John,Burns,
Christian Mcclure,10.04573984,Christian,Mcclure,
Jamie Irwin,34.91466727,Jamie,Irwin,
Lonnie Burton,232.4235613,Lonnie,Burton,232.4235613
Anthony Bird,54.29345577,Anthony,Bird,
David Newman,31.45201373,David,Newman,
Margaret Estes,28.33185868,Margaret,Estes,
Christopher Thomas,165.2349708,Christopher,Thomas,165.2349708
Daniel White,220.3173829,Daniel,White,220.3173829
Brian Reed,19.61603795,Brian,Reed,
Sandra Griffin,295.9462278,Sandra,Griffin,295.9462278
David Garza,252.2471147,David,Garza,252.2471147
George Mann,209.9134983,George,Mann,209.9134983
Lawrence Travis,275.6357022,Lawrence,Travis,275.6357022
Jon Phillips,115.9618367,Jon,Phillips,115.9618367
Jennifer Short,205.6123656,Jennifer,Short,205.6123656
Sean Rivera,67.37953001,Sean,Rivera,
Ryan White,240.0008949,Ryan,White,240.0008949
Lucas Reyes,299.5618027,Lucas,Reyes,299.5618027
Benjamin Rice,35.06285983,Benjamin,Rice,
Leon Price,197.4029273,Leon,Price,197.4029273
Lisa Barber,35.38568049,Lisa,Barber,
Sheila Woods,221.9170713,Sheila,Woods,221.9170713
Kimberly Wyatt,149.4002914,Kimberly,Wyatt,149.4002914
Breanna Gonzalez,47.25789021,Breanna,Gonzalez,
Rebecca Hansen,226.8082813,Rebecca,Hansen,226.8082813
Jack Moody,269.2537566,Jack,Moody,269.2537566
Jonathan Brady,291.8595267,Jonathan,Brady,291.8595267
Tonya Ramirez,281.7415215,Tonya,Ramirez,281.7415215
Curtis Riggs,39.4832814,Curtis,Riggs,
Frank Wagner,87.80952749,Frank,Wagner,
Christopher Knight,286.5858136,Christopher,Knight,286.5858136
Lisa Mata,103.1549235,Lisa,Mata,103.1549235
Barbara Jones,98.95682176,Barbara,Jones,
Joyce Hanson,19.96947696,Joyce,Hanson,
Thomas Brown,197.2772684,Thomas,Brown,197.2772684
Dr. Laurie Robinson,132.6255575,Dr.,Laurie Robinson,132.6255575
James Simpson,126.3667564,James,Simpson,126.3667564
Brian Brooks,92.72231186,Brian,Brooks,
Donald Meadows,75.52955235,Donald,Meadows,
Richard Hays,280.1977463,Richard,Hays,280.1977463
Samantha Rogers,177.9733055,Samantha,Rogers,177.9733055
Nancy Reed,216.2924217,Nancy,Reed,216.2924217
Joseph Guzman,240.6524204,Joseph,Guzman,240.6524204
Matthew White,175.415866,Matthew,White,175.415866
Allison Morris,145.5763326,Allison,Morris,145.5763326
Miss Kelly Underwood,174.9500947,Miss,Kelly Underwood,174.9500947
Richard Gallagher,282.1251375,Richard,Gallagher,282.1251375
Mason Rogers,282.3441974,Mason,Rogers,282.3441974
Aaron Anderson,269.740466,Aaron,Anderson,269.740466
Luis Kirby,253.3755777,Luis,Kirby,253.3755777
Gordon Jackson,29.25184064,Gordon,Jackson,
Cheryl Davila,128.9451107,Cheryl,Davila,128.9451107
Bradley James,181.1995655,Bradley,James,181.1995655
Lori Gray,281.7861519,Lori,Gray,281.7861519
James Pennington,204.8748925,James,Pennington,204.8748925
Anna Lawson,136.4968354,Anna,Lawson,136.4968354
Felicia Berry,187.8155103,Felicia,Berry,187.8155103
Kayla Foster,82.66862044,Kayla,Foster,
Francis Johnson,124.5487109,Francis,Johnson,124.5487109
Kristin Mcbride,250.4090176,Kristin,Mcbride,250.4090176
Michael Barry,39.4335375,Michael,Barry,
Robert Johnson,22.09477831,Robert,Johnson,
Peter Rodgers,199.4672181,Peter,Rodgers,199.4672181
John Hart,92.97557289,John,Hart,
Zachary Boyle,160.1919544,Zachary,Boyle,160.1919544
Daryl Gonzalez,26.62093239,Daryl,Gonzalez,
Nathan Hawkins,10.61626267,Nathan,Hawkins,
Sarah Riddle,152.6838206,Sarah,Riddle,152.6838206
Tina Phillips,131.9784796,Tina,Phillips,131.9784796
Elizabeth Campbell,246.1890782,Elizabeth,Campbell,246.1890782
Dawn Hall,93.27647431,Dawn,Hall,
Matthew Cole,148.3919383,Matthew,Cole,148.3919383
Jasmine Lewis,99.58560159,Jasmine,Lewis,
Michelle Moon,258.9050205,Michelle,Moon,258.9050205
Brooke Cox,109.4415774,Brooke,Cox,109.4415774
John Hawkins,68.28628617,John,Hawkins,
Julia Murphy,145.6963536,Julia,Murphy,145.6963536
Ethan Taylor,57.03980196,Ethan,Taylor,
Patricia Adams,118.3828329,Patricia,Adams,118.3828329
Crystal White,216.6593348,Crystal,White,216.6593348
Anna Bell,299.25983,Anna,Bell,299.25983
Meghan Franklin,290.7660505,Meghan,Franklin,290.7660505
Tracy Nelson,123.2091739,Tracy,Nelson,123.2091739
David James,52.01025451,David,James,
Brandy Smith,38.87509986,Brandy,Smith,
Karen Nunez,205.597317,Karen,Nunez,205.597317
Cristina Martin,8.633246106,Cristina,Martin,
Lisa Taylor,145.3494743,Lisa,Taylor,145.3494743
Gregory Wise,167.9654773,Gregory,Wise,167.9654773
Kristen Maxwell,84.5115558,Kristen,Maxwell,
Deborah Walker,272.5086921,Deborah,Walker,272.5086921
Kayla Munoz,142.4134818,Kayla,Munoz,142.4134818
Stephanie Bennett,54.24365161,Stephanie,Bennett,
Megan Mclaughlin,276.9637195,Megan,Mclaughlin,276.9637195
Melissa Rivas,52.3656503,Melissa,Rivas,
Charles Edwards,217.2228439,Charles,Edwards,217.2228439
Sean Jensen,169.8843083,Sean,Jensen,169.8843083
Adam Roy,208.6029602,Adam,Roy,208.6029602
William Gonzales,235.8584629,William,Gonzales,235.8584629
Melissa Ayala,12.65686414,Melissa,Ayala,
David Martin,165.8973712,David,Martin,165.8973712
Jacob White,135.8719865,Jacob,White,135.8719865
Nicole Salazar,129.046766,Nicole,Salazar,129.046766
Benjamin Miller,43.09003745,Benjamin,Miller,
Christopher Kerr,122.5876424,Christopher,Kerr,122.5876424
Brooke Hall,132.886531,Brooke,Hall,132.886531
Jessica Jones,116.0606574,Jessica,Jones,116.0606574
Gary Salazar,101.0914945,Gary,Salazar,101.0914945
Alexis Nguyen,134.513263,Alexis,Nguyen,134.513263
Kristopher Wallace,60.64236946,Kristopher,Wallace,
David Garza,215.1354027,David,Garza,215.1354027
Patricia Green,3.651601988,Patricia,Green,
James Walsh,86.98596116,James,Walsh,
Andrea Mcdaniel,164.7251422,Andrea,Mcdaniel,164.7251422
Susan Sanchez,298.8886916,Susan,Sanchez,298.8886916
Chase Riley,116.3920652,Chase,Riley,116.3920652
Tammy Cole,218.4655731,Tammy,Cole,218.4655731
Derek Mckinney,247.3861779,Derek,Mckinney,247.3861779
John Trujillo,24.47887747,John,Trujillo,
Troy Delgado,61.26865529,Troy,Delgado,
Angela Perry,111.209958,Angela,Perry,111.209958
Kim Fernandez,194.8302448,Kim,Fernandez,194.8302448
Patricia Morgan,172.834843,Patricia,Morgan,172.834843
Victoria Knox,195.5264408,Victoria,Knox,195.5264408
Samantha Green,295.6328314,Samantha,Green,295.6328314
Lindsay Norman,288.8236172,Lindsay,Norman,288.8236172
John Williams,130.9223958,John,Williams,130.9223958
Alexis Washington,106.3316739,Alexis,Washington,106.3316739
Anthony Mcgee,231.3667912,Anthony,Mcgee,231.3667912
Kevin Sutton,199.9344764,Kevin,Sutton,199.9344764
Thomas Huff,26.39199357,Thomas,Huff,
Anthony Young,244.725674,Anthony,Young,244.725674
Amber Wise,206.2757605,Amber,Wise,206.2757605
William Hernandez,213.413157,William,Hernandez,213.413157
Nicholas Cain,172.6410914,Nicholas,Cain,172.6410914
Holly Roberts,210.7434911,Holly,Roberts,210.7434911
Matthew Reed,245.7706137,Matthew,Reed,245.7706137
Nicole Rivera,8.600488549,Nicole,Rivera,
Alice Wright,60.12986549,Alice,Wright,
Sandra Lane,202.9000194,Sandra,Lane,202.9000194
Tracy Roy,249.6456769,Tracy,Roy,249.6456769
Patricia Rodriguez,60.26635772,Patricia,Rodriguez,
Kevin Santana,166.9002067,Kevin,Santana,166.9002067
Rebecca Rosales,229.1270759,Rebecca,Rosales,229.1270759
Sandra Carter,226.4852628,Sandra,Carter,226.4852628
Robert Parker,249.8831484,Robert,Parker,249.8831484
Ruben Miller,192.6010324,Ruben,Miller,192.6010324
Luis Henry,119.0859271,Luis,Henry,119.0859271
Kristen Benson,25.44353731,Kristen,Benson,
Zachary Dodson,10.49835408,Zachary,Dodson,
Mark Bridges,193.6286723,Mark,Bridges,193.6286723
Vanessa Thompson,167.1262739,Vanessa,Thompson,167.1262739
Thomas Johnson,53.17762729,Thomas,Johnson,
William Lee,279.5361735,William,Lee,279.5361735
Cameron Davis,46.25842676,Cameron,Davis,
Samantha Clark,72.01238745,Samantha,Clark,
Stacy Wilson,211.5471398,Stacy,Wilson,211.5471398
Michael Taylor,165.3722703,Michael,Taylor,165.3722703
Kathryn Hernandez,173.5841117,Kathryn,Hernandez,173.5841117
Zachary Hammond,141.924586,Zachary,Hammond,141.924586
Charles Sanders,73.04021191,Charles,Sanders,
Danielle Hunter,29.41038196,Danielle,Hunter,
Mary Cochran,171.252777,Mary,Cochran,171.252777
Dustin Miller,60.28438932,Dustin,Miller,
Jimmy Sanchez,281.3453023,Jimmy,Sanchez,281.3453023
Valerie Gibson,19.53062283,Valerie,Gibson,
Devon Martin,56.10850204,Devon,Martin,
Faith Wolfe,117.5436576,Faith,Wolfe,117.5436576
Danielle Clayton,120.2067556,Danielle,Clayton,120.2067556
Monica Patterson,7.874757367,Monica,Patterson,
Michael Cunningham,86.66146205,Michael,Cunningham,
Shannon Newman,20.31183172,Shannon,Newman,
Barbara Peterson,156.4403419,Barbara,Peterson,156.4403419
Taylor Brown,4.911644417,Taylor,Brown,
Luis Berg,49.50870697,Luis,Berg,
Tanya Leonard,147.0906329,Tanya,Leonard,147.0906329
Christopher Eaton,.667804508,Christopher,Eaton,
Kathryn Vargas,67.21588152,Kathryn,Vargas,
Kim Murphy,73.80778334,Kim,Murphy,
Rebecca Rogers,235.5786523,Rebecca,Rogers,235.5786523
Brittany Morse,82.50597214,Brittany,Morse,
Caitlin Carpenter,299.6323263,Caitlin,Carpenter,299.6323263
David Gross,121.1464444,David,Gross,121.1464444
Laurie Salazar,46.31998278,Laurie,Salazar,
Megan Fernandez,113.3119355,Megan,Fernandez,113.3119355
Lisa Mosley,158.7732961,Lisa,Mosley,158.7732961
Zachary Gonzales,162.8750781,Zachary,Gonzales,162.8750781
Joshua Kim,289.7007904,Joshua,Kim,289.7007904
Jennifer Pena,2.761270469,Jennifer,Pena,
Shawn Hughes,9.82386926,Shawn,Hughes,
Robert Cardenas,255.9849117,Robert,Cardenas,255.9849117
Jason Robinson,46.31913881,Jason,Robinson,
Brandon Brady,118.5442783,Brandon,Brady,118.5442783
James Goodwin,115.847749,James,Goodwin,115.847749
Alexa Murillo,156.6800312,Alexa,Murillo,156.6800312
Amanda Cook,51.65494389,Amanda,Cook,
James Baxter,253.73174,James,Baxter,253.73174
Melissa Peterson,117.4445027,Melissa,Peterson,117.4445027
Johnny Montoya,33.54641447,Johnny,Montoya,
Jennifer Hayes,275.1924065,Jennifer,Hayes,275.1924065
Kristine Fisher,171.8630845,Kristine,Fisher,171.8630845
Matthew Williams,167.1348952,Matthew,Williams,167.1348952
Nancy Campbell,102.0827248,Nancy,Campbell,102.0827248
Laurie Allison,81.04754629,Laurie,Allison,
Angela Matthews,59.15591164,Angela,Matthews,
William Thomas,228.0612333,William,Thomas,228.0612333
James Johnson,121.5267895,James,Johnson,121.5267895
Jeremy Hoover,205.7782509,Jeremy,Hoover,205.7782509
Ashley Myers,285.2471508,Ashley,Myers,285.2471508
Adrian Jones,101.7237168,Adrian,Jones,101.7237168
Taylor Collier,75.41351581,Taylor,Collier,
Cheryl Sanchez,88.45371699,Cheryl,Sanchez,
Mark Myers,69.2958456,Mark,Myers,
Troy Henry,113.3197646,Troy,Henry,113.3197646
Barry Martinez,68.0927494,Barry,Martinez,
David Miller,184.3929135,David,Miller,184.3929135
Mary Osborn,148.2374955,Mary,Osborn,148.2374955
Megan Gray,66.05586991,Megan,Gray,
Brian Taylor,4.29448633,Brian,Taylor,
Shane Coleman,29.91508909,Shane,Coleman,
Jessica Hamilton,23.56376136,Jessica,Hamilton,
Lisa Dunn,178.6591708,Lisa,Dunn,178.6591708
Gregory Burns,138.8305265,Gregory,Burns,138.8305265
Elizabeth Gonzalez,218.4936778,Elizabeth,Gonzalez,218.4936778
Melissa Davila,234.0531573,Melissa,Davila,234.0531573
William Hampton,44.00785777,William,Hampton,
Carl Hubbard,133.4413498,Carl,Hubbard,133.4413498
Ryan Marquez,151.8569489,Ryan,Marquez,151.8569489
Autumn Taylor,266.2323496,Autumn,Taylor,266.2323496
Sierra Lewis,33.57274854,Sierra,Lewis,
Susan Neal,234.4676803,Susan,Neal,234.4676803
Benjamin Sampson,259.8138664,Benjamin,Sampson,259.8138664
Ashley Lewis,196.494182,Ashley,Lewis,196.494182
Kristin Taylor,38.82649905,Kristin,Taylor,
Mark Solomon,261.1354277,Mark,Solomon,261.1354277
Kimberly Wilson,57.80642437,Kimberly,Wilson,
Terri Smith,163.8045524,Terri,Smith,163.8045524
Thomas Gardner,154.9186127,Thomas,Gardner,154.9186127
Johnathan Adams,284.3931002,Johnathan,Adams,284.3931002
Derek Holt,95.07466933,Derek,Holt,
Maureen Sanchez,136.6018306,Maureen,Sanchez,136.6018306
Nicolas Nelson,66.89143308,Nicolas,Nelson,
Randy Daniels,116.1734321,Randy,Daniels,116.1734321
Perry Crane,270.681267,Perry,Crane,270.681267
Laura Gonzales,108.5330417,Laura,Gonzales,108.5330417
Tracey Ruiz,299.6608613,Tracey,Ruiz,299.6608613
Christine Jensen,101.9464814,Christine,Jensen,101.9464814
Jason Espinoza,280.3197856,Jason,Espinoza,280.3197856
Ronald Gates,165.8248337,Ronald,Gates,165.8248337
Robin Robinson,196.2327415,Robin,Robinson,196.2327415
Kelli Bowers,178.9122103,Kelli,Bowers,178.9122103
Justin Bennett,47.69638026,Justin,Bennett,
Andrew Miller,280.3899271,Andrew,Miller,280.3899271
Edwin Burns,142.1313909,Edwin,Burns,142.1313909
Jesse Sanchez,87.85419936,Jesse,Sanchez,
Miranda Mclean,107.4384184,Miranda,Mclean,107.4384184
Dr. Brenda Butler,24.38360505,Dr.,Brenda Butler,
Eddie Jones,155.7636538,Eddie,Jones,155.7636538
Deanna Rodriguez,135.6343745,Deanna,Rodriguez,135.6343745
Sierra Smith,285.6827999,Sierra,Smith,285.6827999
Robert Marshall,88.21074944,Robert,Marshall,
Amanda Brown,175.3910746,Amanda,Brown,175.3910746
Walter Wallace,201.8603878,Walter,Wallace,201.8603878
Jenny Mckee,11.44211164,Jenny,Mckee,
Richard Wood,140.1650872,Richard,Wood,140.1650872
Eddie Willis,4.983480501,Eddie,Willis,
Michelle Rivera,161.6806373,Michelle,Rivera,161.6806373
Anthony Clark,114.7230984,Anthony,Clark,114.7230984
Monique Ingram,12.63762088,Monique,Ingram,
Jake Cunningham,120.8648456,Jake,Cunningham,120.8648456
Taylor Harrison,59.67362448,Taylor,Harrison,
Bruce James,252.8671606,Bruce,James,252.8671606
Glenn Gonzales,271.2518694,Glenn,Gonzales,271.2518694
David Johnson,172.7725532,David,Johnson,172.7725532
Regina Hart,196.1554823,Regina,Hart,196.1554823
Curtis Morse,144.8326656,Curtis,Morse,144.8326656
Thomas Castro,173.7195415,Thomas,Castro,173.7195415
Gabriella Stevenson,172.0079702,Gabriella,Stevenson,172.0079702
John Hernandez,293.3120319,John,Hernandez,293.3120319
Catherine Frost,176.9383617,Catherine,Frost,176.9383617
Bridget Ruiz,227.1332907,Bridget,Ruiz,227.1332907
Alicia Bishop,249.7323096,Alicia,Bishop,249.7323096
Kenneth Love,149.7157154,Kenneth,Love,149.7157154
David Williamson,263.8193372,David,Williamson,263.8193372
Alexandra Richardson,257.1770217,Alexandra,Richardson,257.1770217
Jennifer Scott,116.2429868,Jennifer,Scott,116.2429868
John Woodard,265.3233614,John,Woodard,265.3233614
Alexis Hoover,198.6905883,Alexis,Hoover,198.6905883
Billy Gomez,82.32072325,Billy,Gomez,
Paul Johnson,201.1539047,Paul,Johnson,201.1539047
Richard Rodriguez,226.2346459,Richard,Rodriguez,226.2346459
Amanda Collins,141.0647422,Amanda,Collins,141.0647422
Amy Baker,62.44663088,Amy,Baker,
Miranda Horton,64.09570585,Miranda,Horton,
Thomas Mathis,9.298261203,Thomas,Mathis,
Sean Wilson,205.4851191,Sean,Wilson,205.4851191
Lydia Mcdowell,27.07741293,Lydia,Mcdowell,
Greg Chung,276.5211078,Greg,Chung,276.5211078
Heather James,246.8692779,Heather,James,246.8692779
Derek Snow,154.8526171,Derek,Snow,154.8526171
Devon Mclaughlin,13.74107493,Devon,Mclaughlin,
Victor Bradley,24.22191772,Victor,Bradley,
Christopher Barajas,67.9411708,Christopher,Barajas,
Robert Anderson,295.9674383,Robert,Anderson,295.9674383
Bailey Yu,144.8201116,Bailey,Yu,144.8201116
Isaac Wagner,131.4380402,Isaac,Wagner,131.4380402
